date,open,high,low,close,volume,labels
2023-02-28,144.58,147.56,143.0,144.94,62199367,1
2023-03-01,145.08,149.38,143.8,148.42,79963391,1
2023-03-02,146.68,148.16,145.24,148.16,64863711,0
2023-03-03,149.16,150.0,148.0,149.64,43048398,0
2023-03-06,150.0,155.06,149.7215,152.78,35345090,0
2023-03-07,151.1,154.9,150.66,153.18,42631898,0
2023-03-08,156.02,158.8,154.28,156.86,59788602,0
2023-03-09,156.02,160.0,155.02,158.04,67071109,0
2023-03-10,154.9,154.9,148.7,150.1,69984195,0
2023-03-13,151.0,152.82,142.1,145.0,74404180,0
2023-03-14,146.98,156.8,145.86,155.2,68289344,0
2023-03-15,154.14,157.46,143.979,144.14,58378121,0
2023-03-16,148.58,151.5,142.54,146.3,42686641,0
2023-03-17,147.98,149.3986,138.8643,140.3,69283828,0
2023-03-20,137.44,142.4701,132.26,140.98,60056898,0
2023-03-21,142.3,150.5,142.3,150.0,68978156,0
2023-03-22,148.86,149.9605,147.3,149.22,31301881,0
2023-03-23,149.14,149.1478,145.32,147.34,37993367,0
2023-03-24,145.38,146.2,141.5678,143.54,33784500,1
2023-03-27,145.56,145.98,143.12,144.34,15552600,1
2023-03-28,145.04,146.06,143.0223,145.34,64632480,0
2023-03-29,145.08,148.5,144.56,148.0,16243250,0
2023-03-30,149.38,150.94,149.0567,150.2,26539150,0
2023-03-31,150.22,152.8,148.66,149.02,34987238,0
2023-04-03,148.0,151.9,147.55,149.65,129721297,0
2023-04-04,151.1,151.1,144.8,145.5,57266352,0
2023-04-05,146.35,147.5051,142.5755,143.75,25273080,1
2023-04-06,143.75,147.95,143.0,147.95,22848990,1
2023-04-11,149.75,150.05,145.35,147.15,69225984,1
2023-04-12,147.5,148.3423,145.7,147.6,21108301,1
2023-04-13,146.75,150.8,146.75,149.15,26045529,1
2023-04-14,149.9,151.342,147.05,149.75,119506703,0
2023-04-17,149.55,151.45,148.4001,151.0,34531391,0
2023-04-18,152.0,155.85,151.525,155.85,32623289,0
2023-04-19,155.1,156.3534,153.6,155.35,40799859,0
2023-04-20,155.05,155.65,153.35,155.0,52655609,0
2023-04-21,154.0,155.3,152.3,154.35,19659029,0
2023-04-24,153.65,155.5,152.75,153.6,25554699,0
2023-04-25,152.5,154.6,150.7,152.9,26353240,0
2023-04-26,153.0,153.5974,150.0,151.95,18974340,0
2023-04-27,151.25,153.65,150.45,152.0,13067480,0
2023-04-28,152.45,153.5,149.8,152.15,20066561,0
2023-05-02,152.35,154.7,149.85,150.5,53793230,0
2023-05-03,150.8,153.55,150.5904,151.9,33091641,0
2023-05-04,150.65,152.9,148.2,149.2,32226180,0
2023-05-05,150.45,152.5,148.925,151.15,28065590,0
2023-05-09,150.9,153.0,149.774,151.65,24779770,0
2023-05-10,152.5,156.3183,152.315,156.3,76845875,0
2023-05-11,153.0,156.3,145.3,145.9,87960930,0
2023-05-12,145.95,150.05,145.95,148.3,32974441,0
2023-05-15,148.45,149.0,144.75,145.1,61153301,0
2023-05-16,147.15,151.0,146.95,148.15,92843391,1
2023-05-17,148.7,152.85,148.35,152.85,53254672,0
2023-05-18,155.0,156.05,153.6312,155.55,28572020,0
2023-05-19,155.55,157.3,155.0,156.0,23113980,0
2023-05-22,157.15,158.55,156.3,157.3,19587670,0
2023-05-23,157.5,158.1,153.025,153.2,22848779,0
2023-05-24,150.3,150.6276,146.0,146.85,33835340,0
2023-05-25,147.4,150.9689,145.95,148.8,31882570,0
2023-05-26,149.45,150.3,147.4,149.05,48710379,0
2023-05-30,149.85,149.85,143.45,144.4,23234850,0
2023-05-31,143.45,146.65,142.4807,143.3,53809887,1
2023-06-01,143.85,146.4,143.556,146.4,15491830,0
2023-06-02,146.7,150.0,146.2,150.0,52556246,0
2023-06-05,150.55,151.35,146.4,147.3,38119289,0
2023-06-06,146.3,148.76,146.1,148.05,19999150,0
2023-06-07,147.9,150.15,147.3264,150.15,21022750,1
2023-06-08,149.4,150.05,146.75,149.45,11900740,1
2023-06-09,149.2,150.4721,147.95,149.25,22006260,1
2023-06-12,148.05,151.37,148.05,150.15,12403860,1
2023-06-13,151.0,151.95,149.1,150.9,41099090,1
2023-06-14,150.4,151.62,150.0,150.75,15491410,1
2023-06-15,150.35,151.02,149.1,150.05,14763950,1
2023-06-16,150.3,151.4,149.0515,151.2,43000969,0
2023-06-19,151.0,154.6,150.75,153.8,27121561,0
2023-06-20,153.95,158.4,152.95,157.0,28564150,0
2023-06-21,155.7,159.65,155.5,157.55,22535131,0
2023-06-22,156.25,157.75,154.15,156.05,21248410,0
2023-06-23,155.35,155.7,152.4,154.65,19918080,0
2023-06-26,154.1,156.0,152.6,154.8,22938010,0
2023-06-27,155.5,155.85,153.483,155.45,9434531,0
2023-06-28,155.75,156.7,154.8,155.8,28998641,0
2023-06-29,155.25,155.412,148.45,148.7,33796754,0
2023-06-30,148.45,151.95,146.0,151.05,22660311,0
2023-07-03,151.65,153.6,150.85,153.6,16448900,0
2023-07-04,153.95,153.95,150.7263,152.25,12380090,0
2023-07-05,151.4,152.1,149.633,151.0,13482810,0
2023-07-06,150.3,150.3,145.2,145.2,23789391,0
2023-07-07,145.4,149.401,145.1,148.5,13483050,0
2023-07-10,146.6,148.45,146.392,147.9,10336440,0
2023-07-11,148.35,148.635,145.35,145.65,22573289,0
2023-07-12,146.45,149.46,145.476,148.45,16723381,0
2023-07-13,148.0,149.75,146.65,149.3,22605039,0
2023-07-14,148.25,148.9,145.9,145.9,61482168,0
2023-07-17,145.0,146.843,143.75,146.15,25049410,1
2023-07-18,146.2,147.274,145.1,146.4,13633710,0
2023-07-19,148.0,151.88,147.55,150.95,34383578,1
2023-07-20,150.1,154.4,149.55,154.4,28550391,0
2023-07-21,154.0,155.8,152.9875,155.8,24329631,1
2023-07-24,154.5,156.7784,152.1775,156.7,21972061,1
2023-07-25,156.65,157.7,152.35,152.65,25005500,0
2023-07-26,175.0,190.95,172.35,185.0,159155391,0
2023-07-27,187.0,191.26,185.3,189.6,51748941,0
2023-07-28,188.9,194.7605,186.45,193.3,33138578,0
2023-07-31,192.05,192.85,184.85,184.85,37426406,0
2023-08-01,184.9,189.4,183.4,185.25,26376920,0
2023-08-02,183.25,187.05,181.55,183.9,41885793,0
2023-08-03,185.85,193.45,178.142,192.2,66560398,0
2023-08-04,194.05,206.79,192.8,206.5,76666148,0
2023-08-07,208.0,211.21,205.1,209.5,47985422,0
2023-08-08,207.0,209.4,203.2,207.9,56960129,0
2023-08-09,207.7,210.61,206.1,209.1,74331117,0
2023-08-10,210.3,212.0,206.9,207.8,31587811,0
2023-08-11,206.6,209.2,206.1,207.7,44908020,0
2023-08-14,208.9,209.0,205.3,209.0,51321602,0
2023-08-15,208.2,208.2,203.807,205.5,18476420,0
2023-08-16,204.1,207.59,203.6,204.2,26011480,0
2023-08-17,200.5,204.1,198.8375,202.4,18204711,0
2023-08-18,200.6,201.4105,197.522,201.2,19426391,0
2023-08-21,201.5,203.8,199.65,201.9,24479240,1
2023-08-22,202.7,205.1,200.3,201.1,18772330,1
2023-08-23,202.0,203.0,200.7,201.8,16925619,1
2023-08-24,206.0,207.5,201.6,201.7,15808390,1
2023-08-25,202.5,205.3,201.9,203.0,16442551,0
2023-08-29,206.5,212.92,204.9,212.9,64981719,0
2023-08-30,212.9,218.54,212.3,216.8,49949992,0
2023-08-31,217.2,224.47,216.3,222.3,52953141,0
2023-09-01,222.5,223.492,218.5,219.1,22086730,0
2023-09-04,220.8,223.8,218.7,219.9,31037850,0
2023-09-05,219.0,221.3,217.3,219.2,19987750,0
2023-09-06,216.7,218.8759,213.7,214.7,24156801,1
2023-09-07,213.5,223.8,213.4,223.8,25143490,1
2023-09-08,225.2,225.412,217.9,220.4,25045109,1
2023-09-11,221.1,224.341,220.506,223.6,21811779,0
2023-09-12,223.8,226.48,222.8,224.4,15156040,0
2023-09-13,224.3,226.8,223.5,225.3,24433750,0
2023-09-14,224.2,226.6,222.808,225.8,22979740,0
2023-09-15,227.8,233.0,226.3,227.4,54377969,0
2023-09-18,227.4,228.7,222.0522,224.4,26660119,0
2023-09-19,222.9,226.799,222.6,226.0,16138940,0
2023-09-20,226.5,229.1,223.3,223.7,30410570,0
2023-09-21,222.2,224.0,219.9,220.4,65237520,0
2023-09-22,219.7,224.07,218.2,220.6,24871480,0
2023-09-25,221.7,221.7,216.9569,219.8,26505770,0
2023-09-26,217.6,221.86,216.6,219.7,14816400,0
2023-09-27,219.4,220.3,215.1,218.8,17513561,0
2023-09-28,219.9,221.5,212.8,221.5,24872359,0
2023-09-29,222.4,222.9,219.1,220.9,19556900,0
2023-10-02,221.4,223.3,216.1,216.6,13670300,0
2023-10-03,216.0,218.5,211.6,212.1,13955220,0
2023-10-04,210.0,213.9,208.3,210.8,62243031,0
2023-10-05,211.8,212.6,207.8,210.5,47150281,0
2023-10-06,211.1,211.9,204.3,208.8,29942039,0
2023-10-09,207.5,210.0,204.401,205.2,22798980,0
2023-10-10,208.3,212.3,203.7,212.3,34769621,0
2023-10-11,211.0,214.0,209.4,213.1,16525750,0
2023-10-12,214.0,215.3,210.5,211.8,18043920,0
2023-10-13,210.5,216.0182,210.0714,213.2,20979320,0
2023-10-16,214.6,216.2,210.9,213.5,23323980,0
2023-10-17,213.5,218.8,211.2,215.6,28649779,0
2023-10-18,214.4,217.1,207.8,207.8,24478350,0
2023-10-19,206.0,210.0,203.3,205.6,21218320,0
2023-10-20,203.7,203.9,198.4,198.95,33958887,0
2023-10-23,197.95,204.0,196.45,203.5,21112150,0
2023-10-24,203.7,207.8,200.0,204.4,25476471,0
2023-10-25,204.3,205.0,201.7,203.0,33815199,0
2023-10-26,201.5,204.8,199.0,200.5,23081600,0
2023-10-27,201.1,202.3,197.2,200.4,19721930,0
2023-10-30,201.4,203.2,200.4,202.0,55754602,1
2023-10-31,207.6,215.4,200.4,215.4,70932242,0
2023-11-01,216.5,221.0,214.7,220.3,58604199,0
2023-11-02,223.3,225.6,218.7,223.6,29447330,0
2023-11-03,223.6,225.1,220.0,220.9,57707609,0
2023-11-06,221.0,226.0,218.8,224.1,26537439,0
2023-11-07,224.5,227.1068,223.5,226.0,19678221,0
2023-11-08,228.0,236.7,227.7,232.4,120596398,0
2023-11-09,231.4,233.9,227.9,232.8,22945900,1
2023-11-10,230.5,233.7,229.3,232.0,21326920,0
2023-11-13,232.7,240.2,232.5,240.2,37517922,0
2023-11-14,237.7,241.7,230.1,239.0,49856809,0
2023-11-15,239.4,244.1,238.0,243.6,25027311,0
2023-11-16,243.2,246.9,240.9,244.5,98375508,0
2023-11-17,245.4,248.2,242.4,244.0,28448789,0
2023-11-20,243.8,247.7,242.6,245.5,18772811,0
2023-11-21,245.5,246.9,242.6,243.0,16148820,0
2023-11-22,244.2,246.0,235.6,237.5,22481520,0
2023-11-23,237.5,240.7,234.5,240.7,11131070,0
2023-11-24,240.6,245.0,238.7,241.0,34291781,0
2023-11-27,240.0,243.3,238.1,243.2,25582910,0
2023-11-28,243.4,261.6,241.3,258.3,71038094,0
2023-11-29,258.4,267.0,257.7,263.4,34078641,0
2023-11-30,265.3,271.6091,264.5038,268.8,59612141,0
2023-12-01,271.9,276.7,271.2,276.7,30882609,0
2023-12-04,281.5,288.542,275.1,285.4,97363328,1
2023-12-05,282.9,289.5383,280.3,284.7,26563900,1
2023-12-06,286.7,289.0,282.9,288.6,17585061,1
2023-12-07,287.9,290.8,285.0,286.2,25948971,1
2023-12-08,288.3,293.659,284.5,289.3,39410992,0
2023-12-11,291.5,298.4,291.0,296.9,57882602,0
2023-12-12,297.1,306.0,296.004,304.7,32217320,0
2023-12-13,306.8,313.1,297.9,301.8,38724340,0
2023-12-14,305.0,310.3,300.0,300.0,33300449,0
2023-12-15,300.1,301.3,288.504,290.1,56628887,0
2023-12-18,289.0,296.8,287.3,292.4,24958279,0
2023-12-19,293.1,296.8,290.7,295.0,35670289,0
2023-12-20,299.6,300.9,292.7,298.9,14521310,0
2023-12-21,297.9,300.6,294.3943,299.8,10475280,0
2023-12-22,299.6,303.6,297.2,302.4,7838526,0
2023-12-27,302.2,303.7,298.0,298.8,13605500,0
2023-12-28,299.3,300.0,297.7,298.1,10884820,0
2023-12-29,297.8,300.5,296.7278,299.7,9303474,0
2024-01-02,299.3,305.3,297.3,298.1,23479711,0
2024-01-03,296.1,299.0,293.1,294.8,45508719,1
2024-01-04,294.5,299.3,294.0,297.8,103963102,0
2024-01-05,295.0,296.9,292.0,296.6,29036189,0
2024-01-08,295.1,305.6,295.1,305.2,79642062,0
2024-01-09,306.4,312.4,306.2,308.8,20612900,0
2024-01-10,309.1,310.1,305.3,309.2,12525260,0
2024-01-11,310.0,310.0,295.1,297.0,124449398,0
2024-01-12,300.0,307.2,298.916,305.0,19828850,0
2024-01-15,306.0,307.0,299.8,300.0,11570560,0
2024-01-16,295.0,300.1,292.3,298.2,39936340,0
2024-01-17,299.0,300.4,295.2,296.6,22886471,1
2024-01-18,295.3,306.5,293.5,306.5,30253439,0
2024-01-19,306.5,308.8,302.5,305.0,74175586,0
2024-01-22,307.6,310.8,305.3,308.9,70953961,0
2024-01-23,308.1,308.8,300.3,301.8,94018328,0
2024-01-24,304.0,309.3,303.1,307.1,21546189,0
2024-01-25,305.0,308.8,303.5,306.5,9809833,0
2024-01-26,305.2,307.4,302.1,305.4,102268094,0
2024-01-29,305.1,306.9,302.1,304.0,22285750,0
2024-01-30,305.7,312.9,304.3,307.1,24447939,0
2024-01-31,306.6,307.4,300.9,301.2,20469750,0
2024-02-01,300.2,305.5,297.0,298.8,55868168,1
2024-02-02,303.5,310.2,301.2,310.2,97473555,0
2024-02-05,312.5,318.861,308.7,309.8,66935820,0
2024-02-06,313.9,321.84,312.2,317.8,61617480,0
2024-02-07,318.8,324.6,316.5,322.9,46811688,0
2024-02-08,323.8,325.7,316.6,317.7,17678730,0
2024-02-09,317.7,320.744,315.2,318.1,47548090,0
2024-02-12,318.6,319.5581,305.2,309.1,22754811,0
2024-02-13,308.8,309.145,300.5,306.3,40313488,0
2024-02-14,310.5,316.171,309.4407,312.2,68582000,0
2024-02-15,315.9,322.4,315.0,320.0,34094422,1
2024-02-16,323.0,323.4617,315.8,323.3,36623594,0
2024-02-19,323.5,334.8,322.0,334.2,40775008,0
2024-02-20,333.5,335.4,330.1,330.5,27598289,0
2024-02-21,331.3,332.4,323.9,329.5,135509500,0
2024-02-22,355.0,369.1,346.9305,356.8,78233391,0
2024-02-23,355.6,358.5,349.0506,353.1,53206039,1
2024-02-26,353.3,363.64,353.1,361.2,57698219,1
2024-02-27,360.7,360.827,353.9,358.6,58529641,0
2024-02-28,360.1,373.58,360.1,370.5,48769000,0
2024-02-29,367.6,371.2,361.3,369.1,60796406,0
2024-03-01,375.0,376.2,368.1,374.8,45020672,0
2024-03-04,375.0,380.3,372.7,376.4,18910900,1
2024-03-05,376.0,380.0,372.4491,374.9,21703400,1
2024-03-06,376.7,380.42,374.0,379.0,37638621,0
2024-03-07,379.3,390.36,378.5,390.0,43446047,0
2024-03-08,391.3,393.58,384.0,386.4,27144600,0
2024-03-11,382.0,385.9,378.5,383.2,32245961,0
2024-03-12,386.7,391.8,383.4,391.8,50549441,0
2024-03-13,392.3,397.6,388.6182,393.8,30055939,0
2024-03-14,395.0,396.3986,388.1,389.4,39388578,0
2024-03-15,388.9,396.5,383.2,393.5,92456625,1
2024-03-18,390.5,398.4,388.0,390.0,63149078,1
2024-03-19,390.3,402.42,388.3,400.7,66330805,0
2024-03-20,400.0,407.7,396.4815,406.7,106653203,0
2024-03-21,420.0,423.6,414.3,420.2,60052609,0
2024-03-22,421.9,425.7,417.55,419.9,22107141,0
2024-03-25,420.9,424.343,418.0,421.1,72280477,0
2024-03-26,422.6,429.7,420.8,428.0,32450631,0
2024-03-27,427.2,429.2,421.9359,422.0,25435730,0
2024-03-28,421.1,430.5,411.4,426.7,20613160,0
2024-04-02,427.5,435.0,412.818,418.9,47006391,0
2024-04-03,419.8,429.7,417.4,424.0,72925211,0
2024-04-04,424.2,424.595,416.5,419.0,20652381,0
2024-04-05,410.0,422.0,407.5,421.1,26479711,0
2024-04-08,420.0,432.8,418.4,429.1,21856070,0
2024-04-09,426.4,428.266,404.7,412.2,46463281,0
2024-04-10,410.4,415.8,400.7,408.5,36949461,0
2024-04-11,406.9,409.6,395.7,406.9,51801859,0
2024-04-12,410.4,415.0,402.1,404.7,22520551,0
2024-04-15,404.0,413.3,400.6,406.8,28695150,0
2024-04-16,399.0,402.3,394.0,397.8,22240131,0
2024-04-17,395.0,409.0,394.75,401.4,90815555,0
2024-04-18,406.2,406.7091,398.0,402.5,35276398,0
2024-04-19,398.4,399.3,392.0,395.5,43758559,0
2024-04-22,401.5,408.55,398.8,406.3,25401881,0
2024-04-23,407.5,417.8,406.6,417.2,64561422,0
2024-04-24,417.2,424.2,414.5,417.0,144490297,0
2024-04-25,414.1,414.802,400.5,405.7,96112148,0
2024-04-26,411.7,421.8,409.0,421.1,36051379,0
2024-04-29,421.3,424.2,411.399,414.8,43510770,0
2024-04-30,415.8,423.7,411.6,413.1,54039781,0
2024-05-01,413.0,417.8,407.5,407.5,18458711,0
2024-05-02,406.0,413.1,402.092,406.5,62297473,1
2024-05-03,412.2,418.1,404.0,418.1,13155810,0
2024-05-07,424.0,425.9,416.0,418.4,29887430,0
2024-05-08,418.9,428.7,417.4,428.7,32806199,0
2024-05-09,428.0,436.7,425.2,433.9,100297000,0
2024-05-10,434.2,440.4,423.6,423.6,16823461,0
2024-05-13,422.3,426.2,418.2,420.7,19215350,0
2024-05-14,418.6,423.3,415.2,419.6,49667500,1
2024-05-15,421.8,428.4,417.0,426.5,25430590,0
2024-05-16,427.0,429.5,420.1,420.4,15321850,0
2024-05-17,419.5,420.8,413.2,418.1,18659789,0
2024-05-20,418.4,437.9,417.7,436.8,70841281,0
2024-05-21,435.7,439.5,431.0,433.0,28192920,0
2024-05-22,431.7,439.8,424.3999,428.0,63080461,0
2024-05-23,429.0,446.7,419.8,440.4,136516609,0
2024-05-24,437.0,445.3,435.2897,444.8,25762439,0
2024-05-28,448.7,460.2,442.1001,451.0,138754500,0
2024-05-29,449.3,453.8,442.5,447.0,50721871,0
2024-05-30,443.0,451.8,441.015,451.0,19315320,0
2024-05-31,451.1,457.2,448.0,453.4,44051059,0
2024-06-03,459.3,468.1,458.6,460.9,51917078,0
2024-06-04,460.2,462.7,448.0,448.0,31952811,0
2024-06-05,450.7,458.0,448.8,453.3,19116760,0
2024-06-06,458.0,463.1,450.5,458.2,19410820,0
2024-06-07,458.2,462.3,451.0,456.9,15420780,1
2024-06-10,456.7,467.3,455.405,465.0,29278150,0
2024-06-11,467.9,470.1,459.3,465.0,72423922,0
2024-06-12,468.9,472.1001,461.6,469.4,31182619,0
2024-06-13,469.3,471.8,465.4,467.8,25356189,0
2024-06-14,468.0,469.0,452.4,457.8,19594180,1
2024-06-17,457.4,466.0,455.5,461.6,31122359,0
2024-06-18,465.0,469.3,463.1,467.9,15613500,0
2024-06-19,467.9,474.6,467.9,472.5,10991330,0
2024-06-20,478.0,488.4384,469.6001,485.5,44742961,0
2024-06-21,484.5,488.5,468.0,473.2,55391480,0
2024-06-24,476.3,488.5,471.3,471.3,42204102,0
2024-06-25,459.8,474.2,448.1,466.0,94495844,0
2024-06-26,467.5,472.15,461.7,461.7,41719969,0
2024-06-27,465.0,467.1001,453.5,454.7,17818580,0
2024-06-28,457.5,463.6,455.3,456.8,34208672,0
2024-07-01,458.3,462.1001,451.9,452.8,20244670,0
2024-07-02,450.7,455.6001,445.3999,446.2,24082600,0
2024-07-03,450.0,457.0,445.8999,455.8,34330219,0
2024-07-04,460.7,464.2,453.0,461.9,10827260,0
2024-07-05,463.0,465.8999,452.5,454.2,9892615,0
2024-07-08,453.1,465.9,451.3,461.3,33111641,0
2024-07-09,461.3,464.2,447.7,447.7,115290000,0
2024-07-10,447.4,455.8,441.6,454.2,19012160,0
2024-07-11,454.2,457.6001,450.2,453.2,7831109,0
2024-07-12,454.6,456.8,445.7,450.0,11254760,0
2024-07-15,446.0,452.8,443.9,449.5,12177510,0
2024-07-16,448.4,460.4,444.1001,458.9,16247270,0
2024-07-17,458.7,461.2,446.2,447.2,29850090,0
2024-07-18,449.3,452.3999,434.6,434.6,20595311,0
2024-07-19,431.2,449.8999,427.7,446.1,66891523,0
2024-07-22,445.3,449.9,440.4,443.3,13013150,0
2024-07-23,442.0,460.0,436.7,460.0,53930930,0
2024-07-24,455.8,462.9,441.1,443.9,20703689,0
2024-07-25,433.8,436.0,423.4,431.0,24114699,0
2024-07-26,430.0,445.3,429.9,441.8,24148480,0
2024-07-29,448.0,450.4,439.6,439.8,21256980,0
2024-07-30,441.0,451.2,438.3,444.7,12519880,1
2024-07-31,452.8,453.5,443.9,449.6,16291040,0
2024-08-01,493.0,503.0,477.5,481.1,62248488,0
2024-08-02,475.0,480.1,447.5,463.9,93934656,0
2024-08-05,444.0,454.4,425.9,443.8,138193594,0
2024-08-06,451.5,469.4,449.2549,468.5,150362797,0
2024-08-07,473.2,482.5,472.5,479.7,43695422,0
2024-08-08,473.9,479.4,464.7,476.8,21384801,0
2024-08-09,480.7,488.4221,407.04,485.0,19209570,0
2024-08-12,486.6,490.0,480.3,486.7,62764328,0
2024-08-13,490.8,492.0,483.3,492.0,24200859,0
2024-08-14,496.9,499.9,492.5,499.1,56235031,0
2024-08-15,500.0,503.0,492.0,503.0,55111820,0
2024-08-16,504.0,505.0,498.0,501.0,15605180,0
2024-08-19,495.0,501.2,489.2,500.0,26051490,0
2024-08-20,500.0,502.6,493.0,493.0,12191110,0
2024-08-21,493.9,496.5407,488.4,492.5,67459531,0
2024-08-22,493.8,498.5,493.0,497.6,9863278,0
2024-08-23,495.9,499.4,493.0,498.9,14711540,0
2024-08-27,500.0,500.0,489.652,494.2,74620609,0
2024-08-28,496.9,500.2,492.8,500.2,23591369,0
2024-08-29,501.2,502.0522,497.1,500.2,22024650,0
2024-08-30,501.2,501.8,494.1,496.4,22664760,0
2024-09-02,499.5,499.5,455.8,464.3,34847941,0
2024-09-03,474.7,486.4,469.7,472.3,36903473,0
2024-09-04,460.7,484.1,460.4,480.7,25431711,0
2024-09-05,477.6,481.5,464.4,477.9,31700270,0
2024-09-06,475.3,476.8,461.2721,462.7,19921520,1
2024-09-09,465.6,476.6,463.1,475.6,19779539,0
2024-09-10,473.8,479.4,471.6,474.8,22363850,1
2024-09-11,475.3,481.2,472.0,479.1,17057520,0
2024-09-12,487.4,495.0,484.0,493.8,56978168,0
2024-09-13,492.4,501.2,488.5,501.2,22317189,0
2024-09-16,496.8,500.1,492.9,495.8,15217810,0
2024-09-17,495.8,501.4,489.1,495.0,14484780,0
2024-09-18,492.5,497.2,491.2,496.0,42135090,0
2024-09-19,500.6,526.2384,498.8913,525.0,78255859,0
2024-09-20,518.8,528.0,517.264,526.2,79866781,0
2024-09-23,523.4,532.8816,521.8,530.2,36149480,0
2024-09-24,532.2,535.3519,520.4,526.6,15285780,0
2024-09-25,522.0,532.044,520.6,531.8,15307530,0
